,Symbol,Contract,Date,Open,High,Low,Close,Volume
638,TX,201606,2016/4/28,8569,8577,8387,8394,7422
643,TX,201605,2016/4/29,8375,8400,8303,8309,264306
646,TX,201606,2016/4/29,8341,8374,8280,8286,5594
651,TX,201605,2016/5/3,8319,8330,8220,8259,245558
655,TX,201606,2016/5/3,8289,8304,8197,8237,5440
660,TX,201605,2016/5/4,8238,8257,8105,8177,352902
664,TX,201606,2016/5/4,8212,8231,8081,8151,7890
669,TX,201605,2016/5/5,8160,8181,8095,8142,275628
673,TX,201606,2016/5/5,8131,8158,8074,8120,5834
678,TX,201605,2016/5/6,8118,8140,8061,8102,265096
680,TX,201606,2016/5/6,8097,8115,8040,8077,5598
684,TX,201605,2016/5/9,8141,8160,8065,8114,244468
687,TX,201606,2016/5/9,8118,8135,8044,8089,6456
692,TX,201605,2016/5/10,8116,8180,8057,8153,300070
694,TX,201606,2016/5/10,8093,8155,8034,8130,7512
698,TX,201605,2016/5/11,8177,8192,8081,8125,302478
702,TX,201606,2016/5/11,8158,8167,8058,8099,9324
706,TX,201605,2016/5/12,8096,8155,8066,8084,270362
711,TX,201606,2016/5/12,8069,8128,8040,8051,9862
716,TX,201605,2016/5/13,8067,8075,7953,8019,331032
719,TX,201606,2016/5/13,8041,8045,7923,7987,18506
723,TX,201605,2016/5/16,8021,8085,7988,8062,238700
728,TX,201606,2016/5/16,7992,8050,7959,8036,27354
733,TX,201605,2016/5/17,8076,8152,8020,8150,298822
738,TX,201606,2016/5/17,8050,8119,7994,8118,60260
742,TX,201605,2016/5/18,8093,8153,8056,8148,145894
745,TX,201606,2016/5/18,8055,8116,8020,8109,153394
751,TX,201606,2016/5/19,8118,8130,8006,8034,284698
755,TX,201607,2016/5/19,7918,7940,7817,7838,1786
760,TX,201606,2016/5/20,8035,8125,8023,8104,321650
765,TX,201607,2016/5/20,7838,7924,7823,7907,2686
770,TX,201606,2016/5/23,8121,8355,8051,8346,420774
774,TX,201607,2016/5/23,7925,8158,7858,8152,4020
780,TX,201606,2016/5/24,8329,8345,8276,8283,201642
784,TX,201607,2016/5/24,8144,8151,8086,8097,2096
789,TX,201606,2016/5/25,8341,8412,8332,8385,260194
793,TX,201607,2016/5/25,8150,8220,8144,8196,3204
797,TX,201606,2016/5/26,8401,8408,8352,8385,176638
802,TX,201607,2016/5/26,8211,8220,8167,8197,2098
806,TX,201606,2016/5/27,8416,8468,8390,8462,213860
810,TX,201607,2016/5/27,8221,8279,8203,8272,2852
815,TX,201606,2016/5/30,8481,8533,8433,8508,237054
819,TX,201607,2016/5/30,8290,8340,8242,8315,3084
825,TX,201606,2016/5/31,8499,8545,8455,8515,252612
828,TX,201607,2016/5/31,8310,8351,8268,8325,3218
832,TX,201606,2016/6/1,8490,8590,8486,8563,254504
836,TX,201607,2016/6/1,8296,8399,8296,8373,3930
841,TX,201606,2016/6/2,8568,8610,8518,8552,261808
845,TX,201607,2016/6/2,8379,8419,8329,8361,3714
849,TX,201606,2016/6/3,8561,8585,8537,8566,179368
853,TX,201607,2016/6/3,8374,8395,8349,8380,2504
857,TX,201606,2016/6/4,8566,8590,8560,8576,59808
861,TX,201607,2016/6/4,8380,8400,8374,8389,986
865,TX,201606,2016/6/6,8575,8655,8507,8575,262276
869,TX,201607,2016/6/6,8382,8463,8313,8380,6306
873,TX,201606,2016/6/7,8614,8684,8606,8666,247320
877,TX,201607,2016/6/7,8406,8485,8406,8474,6748
881,TX,201606,2016/6/8,8673,8742,8671,8718,256032
886,TX,201607,2016/6/8,8482,8546,8478,8527,12632
891,TX,201606,2016/6/13,8635,8636,8502,8525,286420
895,TX,201607,2016/6/13,8447,8447,8308,8330,49704
900,TX,201606,2016/6/14,8495,8578,8483,8575,200010
904,TX,201607,2016/6/14,8290,8383,8289,8381,51694
909,TX,201606,2016/6/15,8552,8607,8508,8601,166614
912,TX,201607,2016/6/15,8352,8428,8322,8414,162386
918,TX,201607,2016/6/16,8410,8410,8247,8283,322926
921,TX,201608,2016/6/16,8280,8287,8138,8166,1656
926,TX,201607,2016/6/17,8348,8431,8345,8395,270100
927,TX,201608,2016/6/17,8230,8314,8230,8281,1852
931,TX,201607,2016/6/20,8503,8520,8428,8469,233052
933,TX,201608,2016/6/20,8379,8403,8312,8354,1782
937,TX,201607,2016/6/21,8459,8525,8435,8510,212836
941,TX,201608,2016/6/21,8340,8405,8320,8392,1678
945,TX,201607,2016/6/22,8510,8530,8460,8509,225834
948,TX,201608,2016/6/22,8387,8409,8341,8390,2418
952,TX,201607,2016/6/23,8515,8526,8467,8510,161200
955,TX,201608,2016/6/23,8391,8407,8349,8391,1312
959,TX,201607,2016/6/24,8500,8553,8140,8237,700884
962,TX,201608,2016/6/24,8387,8432,8031,8118,6558
966,TX,201607,2016/6/27,8250,8339,8239,8325,246082
970,TX,201608,2016/6/27,8120,8215,8120,8206,2458
974,TX,201607,2016/6/28,8274,8387,8260,8376,257320
976,TX,201608,2016/6/28,8157,8264,8140,8255,2546
981,TX,201607,2016/6/29,8392,8493,8391,8436,273694
982,TX,201608,2016/6/29,8269,8370,8269,8316,3312
986,TX,201607,2016/6/30,8492,8542,8440,8518,299704
989,TX,201608,2016/6/30,8369,8416,8318,8397,3184
993,TX,201607,2016/7/1,8568,8638,8551,8626,251814
996,TX,201608,2016/7/1,8449,8510,8429,8501,2980
1000,TX,201607,2016/7/4,8636,8679,8598,8630,233176
1004,TX,201608,2016/7/4,8518,8552,8475,8508,2836
1008,TX,201607,2016/7/5,8600,8635,8567,8609,196684
1012,TX,201608,2016/7/5,8473,8510,8444,8488,2802
1016,TX,201607,2016/7/6,8552,8559,8443,8468,331440
1020,TX,201608,2016/7/6,8438,8438,8320,8341,4744
1024,TX,201607,2016/7/7,8508,8571,8505,8562,196920
1028,TX,201608,2016/7/7,8374,8443,8374,8434,4516
1032,TX,201607,2016/7/11,8683,8748,8677,8736,239284
1037,TX,201608,2016/7/11,8546,8613,8546,8602,5824
1041,TX,201607,2016/7/12,8751,8795,8736,8777,209886
1046,TX,201608,2016/7/12,8613,8662,8605,8638,5100
1051,TX,201607,2016/7/13,8825,8837,8726,8793,293442
1056,TX,201608,2016/7/13,8695,8697,8587,8652,8026
1061,TX,201607,2016/7/14,8800,8841,8769,8813,221434
1065,TX,201608,2016/7/14,8658,8694,8628,8673,7624
1070,TX,201607,2016/7/15,8846,8925,8823,8911,259172
1074,TX,201608,2016/7/15,8702,8786,8689,8777,13612
1078,TX,201607,2016/7/18,8918,9001,8912,8998,209336
1082,TX,201608,2016/7/18,8784,8872,8776,8869,28018
1087,TX,201607,2016/7/19,9020,9035,8962,9033,225740
1092,TX,201608,2016/7/19,8884,8923,8845,8921,49654
1097,TX,201607,2016/7/20,9010,9042,8972,9003,184160
1101,TX,201608,2016/7/20,8894,8935,8860,8882,149888
1108,TX,201608,2016/7/21,8922,9009,8916,8984,237506
1112,TX,201609,2016/7/21,8869,8955,8862,8932,3132
1117,TX,201608,2016/7/22,8965,8984,8925,8925,216162
1120,TX,201609,2016/7/22,8914,8931,8875,8875,2622
1125,TX,201608,2016/7/25,8967,9027,8803,8891,351364
1129,TX,201609,2016/7/25,8915,8972,8749,8837,5248
1134,TX,201608,2016/7/26,8871,8970,8862,8965,243172
1138,TX,201609,2016/7/26,8812,8915,8808,8913,2570
1143,TX,201608,2016/7/27,9016,9049,8952,8976,299268
1146,TX,201609,2016/7/27,8964,8993,8898,8919,3696
1150,TX,201608,2016/7/28,8982,9027,8926,8981,249188
1153,TX,201609,2016/7/28,8922,8967,8871,8917,3572
1157,TX,201608,2016/7/29,9003,9014,8889,8893,307372
1161,TX,201609,2016/7/29,8940,8950,8831,8833,3770
1165,TX,201608,2016/8/1,8940,9043,8936,9041,243234
1169,TX,201609,2016/8/1,8881,8979,8876,8978,3756
1174,TX,201608,2016/8/2,9014,9035,8993,9015,169208
1177,TX,201609,2016/8/2,8953,8968,8930,8947,2080
1181,TX,201608,2016/8/3,8914,8972,8861,8933,280606
1186,TX,201609,2016/8/3,8853,8898,8794,8861,5520
1193,TX,201608,2016/8/4,8990,8992,8891,8971,249830
1198,TX,201609,2016/8/4,8918,8921,8820,8902,3942
1204,TX,201608,2016/8/5,8996,9074,8973,9063,254124
1209,TX,201609,2016/8/5,8918,8998,8901,8994,4476
1213,TX,201608,2016/8/8,9133,9148,9063,9116,222312
1216,TX,201609,2016/8/8,9064,9074,8995,9045,5518
1223,TX,201608,2016/8/9,9122,9145,9096,9118,186998
1226,TX,201609,2016/8/9,9050,9072,9030,9048,4304
1230,TX,201608,2016/8/10,9136,9167,9090,9145,245708
1235,TX,201609,2016/8/10,9063,9106,9024,9087,8314
1240,TX,201608,2016/8/11,9125,9159,8998,9085,317900
1244,TX,201609,2016/8/11,9067,9099,8942,9030,13514
1249,TX,201608,2016/8/12,9129,9149,9102,9130,205854
1252,TX,201609,2016/8/12,9067,9090,9045,9071,10990
1256,TX,201608,2016/8/15,9147,9161,9087,9125,208258
1261,TX,201609,2016/8/15,9082,9104,9032,9086,25590
1266,TX,201608,2016/8/16,9155,9156,9052,9088,272542
1271,TX,201609,2016/8/16,9108,9111,8997,9028,61146
1277,TX,201608,2016/8/17,9073,9123,9067,9121,129812
1280,TX,201609,2016/8/17,9015,9036,8990,9012,141604
1286,TX,201609,2016/8/18,9010,9059,8980,9042,205404
1291,TX,201610,2016/8/18,8984,9037,8972,9021,1200
1295,TX,201609,2016/8/19,9050,9109,8942,8946,360192
1300,TX,201610,2016/8/19,9034,9086,8924,8931,2738
1304,TX,201609,2016/8/22,8941,8949,8853,8892,281098
1307,TX,201610,2016/8/22,8922,8931,8837,8874,2868
1311,TX,201609,2016/8/23,8921,8988,8912,8984,221272
1314,TX,201610,2016/8/23,8901,8968,8895,8966,2512
1318,TX,201609,2016/8/24,9002,9023,8948,8956,200238
1320,TX,201610,2016/8/24,8981,9002,8930,8934,1460
1324,TX,201609,2016/8/25,8942,9073,8939,9072,263668
1327,TX,201610,2016/8/25,8926,9050,8926,9050,3664
1332,TX,201609,2016/8/26,9055,9090,9036,9080,173432
1337,TX,201610,2016/8/26,9037,9067,9014,9060,1834
1341,TX,201609,2016/8/29,9045,9075,8948,9042,296124
1346,TX,201610,2016/8/29,9027,9052,8930,9021,3950
1351,TX,201609,2016/8/30,9075,9085,9021,9036,212524
1356,TX,201610,2016/8/30,9050,9060,8999,9014,2584
1360,TX,201609,2016/8/31,9018,9060,8959,8976,288432
1363,TX,201610,2016/8/31,8999,9036,8938,8955,4250
1367,TX,201609,2016/9/1,8971,8980,8883,8941,301202
1372,TX,201610,2016/9/1,8950,8955,8861,8918,4680
1377,TX,201609,2016/9/2,8948,8973,8904,8931,220038
1382,TX,201610,2016/9/2,8919,8944,8878,8903,3744
1386,TX,201609,2016/9/5,9000,9067,8997,9062,209006
1391,TX,201610,2016/9/5,8963,9038,8963,9037,5120
1395,TX,201609,2016/9/6,9073,9160,9062,9150,206192
1400,TX,201610,2016/9/6,9045,9135,9034,9127,4746
1404,TX,201609,2016/9/7,9156,9262,9150,9253,241860
1409,TX,201610,2016/9/7,9137,9239,9130,9232,5302
1414,TX,201609,2016/9/8,9251,9253,9215,9239,148734
1417,TX,201610,2016/9/8,9232,9232,9195,9220,2838
1421,TX,201609,2016/9/9,9182,9184,9113,9127,257454
1423,TX,201610,2016/9/9,9168,9168,9095,9106,5750
1427,TX,201609,2016/9/10,8930,9001,8923,8953,151086
1431,TX,201610,2016/9/10,8914,8976,8904,8928,7928
1435,TX,201609,2016/9/12,8990,8994,8898,8899,269392
1440,TX,201610,2016/9/12,8958,8966,8863,8865,10670
1446,TX,201609,2016/9/13,8974,8979,8816,8906,337144
1451,TX,201610,2016/9/13,8933,8943,8789,8880,14904
1455,TX,201609,2016/9/14,8866,8942,8854,8874,244924
1459,TX,201610,2016/9/14,8845,8913,8827,8850,16048
1463,TX,201609,2016/9/19,8949,9158,8947,9151,268082
1468,TX,201610,2016/9/19,8900,9134,8900,9126,44650
1472,TX,201609,2016/9/20,9142,9164,9113,9141,163238
1475,TX,201610,2016/9/20,9123,9140,9088,9110,34974
1480,TX,201609,2016/9/21,9129,9224,9115,9221,143742
1483,TX,201610,2016/9/21,9092,9172,9076,9165,138306
1489,TX,201610,2016/9/22,9221,9262,9154,9188,246476
1492,TX,201611,2016/9/22,9199,9234,9130,9160,4096
1496,TX,201610,2016/9/23,9234,9248,9189,9236,190508
1500,TX,201611,2016/9/23,9205,9220,9165,9209,1630
1504,TX,201610,2016/9/26,9222,9226,9148,9154,191036
1507,TX,201611,2016/9/26,9199,9199,9122,9127,1974
1512,TX,201610,2016/9/29,9226,9297,9206,9253,269304
1515,TX,201611,2016/9/29,9194,9268,9180,9225,3482
1519,TX,201610,2016/9/30,9183,9206,9127,9128,262672
1521,TX,201611,2016/9/30,9160,9176,9100,9100,3086
1525,TX,201610,2016/10/3,9205,9230,9161,9194,200732
1529,TX,201611,2016/10/3,9177,9200,9134,9166,3042
1533,TX,201610,2016/10/4,9202,9259,9187,9247,190424
1536,TX,201611,2016/10/4,9173,9229,9160,9219,3810
1541,TX,201610,2016/10/5,9210,9266,9201,9240,161888
1544,TX,201611,2016/10/5,9183,9235,9172,9209,2812
1551,TX,201610,2016/10/6,9281,9283,9207,9256,201930
1553,TX,201611,2016/10/6,9250,9252,9178,9226,3258
1557,TX,201610,2016/10/7,9250,9269,9236,9253,130320
1560,TX,201611,2016/10/7,9219,9238,9205,9220,2454
1565,TX,201610,2016/10/11,9300,9343,9143,9191,345180
1569,TX,201611,2016/10/11,9263,9309,9117,9161,9620
1574,TX,201610,2016/10/12,9180,9274,9164,9260,218878
1579,TX,201611,2016/10/12,9145,9245,9139,9234,11532
1583,TX,201610,2016/10/13,9268,9282,9179,9203,265324
1586,TX,201611,2016/10/13,9236,9253,9154,9176,12232
1591,TX,201610,2016/10/14,9207,9224,9147,9169,249118
1594,TX,201611,2016/10/14,9172,9200,9125,9148,14450
1599,TX,201610,2016/10/17,9178,9193,9060,9166,344672
1602,TX,201611,2016/10/17,9147,9171,9040,9143,44320
1607,TX,201610,2016/10/18,9183,9218,9154,9212,223214
1610,TX,201611,2016/10/18,9155,9204,9129,9200,50780
1614,TX,201610,2016/10/19,9223,9300,9219,9280,166292
1618,TX,201611,2016/10/19,9214,9268,9206,9251,138130
1623,TX,201611,2016/10/20,9269,9295,9235,9278,202806
1628,TX,201612,2016/10/20,9243,9265,9210,9250,2034
1633,TX,201611,2016/10/21,9259,9322,9241,9264,237402
1636,TX,201612,2016/10/21,9235,9292,9215,9238,2704
1640,TX,201611,2016/10/24,9294,9325,9269,9309,193918
1643,TX,201612,2016/10/24,9270,9297,9243,9282,2266
1647,TX,201611,2016/10/25,9328,9394,9308,9374,224396
1650,TX,201612,2016/10/25,9303,9368,9285,9352,4150
1654,TX,201611,2016/10/26,9340,9363,9323,9336,178208
1657,TX,201612,2016/10/26,9320,9339,9301,9311,3010
1661,TX,201611,2016/10/27,9324,9348,9260,9287,254574
1663,TX,201612,2016/10/27,9301,9323,9239,9267,4000
1668,TX,201611,2016/10/28,9286,9313,9261,9280,191142
1671,TX,201612,2016/10/28,9260,9290,9244,9261,3544
1675,TX,201611,2016/10/31,9263,9300,9174,9283,292902
1678,TX,201612,2016/10/31,9245,9279,9158,9265,5780
1682,TX,201611,2016/11/1,9259,9292,9226,9280,202508
1684,TX,201612,2016/11/1,9244,9272,9209,9261,3542
1688,TX,201611,2016/11/2,9199,9225,9144,9160,301234
1691,TX,201612,2016/11/2,9197,9207,9127,9143,7190
1695,TX,201611,2016/11/3,9131,9160,9078,9088,267270
1700,TX,201612,2016/11/3,9115,9143,9061,9071,6462
1705,TX,201611,2016/11/4,9058,9094,9047,9064,193990
1707,TX,201612,2016/11/4,9042,9075,9031,9046,4798
1712,TX,201611,2016/11/7,9131,9200,9115,9197,209638
1714,TX,201612,2016/11/7,9114,9177,9100,9172,10168
1718,TX,201611,2016/11/8,9216,9230,9162,9225,226632
1721,TX,201612,2016/11/8,9194,9206,9142,9198,7850
1725,TX,201611,2016/11/9,9223,9307,8891,8929,766124
1730,TX,201612,2016/11/9,9200,9278,8866,8902,29714
1734,TX,201611,2016/11/10,9140,9192,9134,9177,256412
1737,TX,201612,2016/11/10,9105,9169,9105,9158,19118
1741,TX,201611,2016/11/11,9048,9057,8949,8967,338848
1744,TX,201612,2016/11/11,9088,9088,8931,8947,26304
1750,TX,201611,2016/11/14,8957,8988,8877,8945,308362
1753,TX,201612,2016/11/14,8942,8970,8862,8938,46168
1757,TX,201611,2016/11/15,8900,8975,8896,8938,252488
1760,TX,201612,2016/11/15,8898,8958,8888,8917,60688
1764,TX,201611,2016/11/16,8990,9034,8979,8983,163560
1766,TX,201612,2016/11/16,8974,8998,8950,8957,139220
1771,TX,201612,2016/11/17,8942,8965,8906,8962,252064
1780,TX,201612,2016/11/18,8979,9006,8926,8987,263314
1787,TX,201612,2016/11/21,8980,9026,8971,9017,170236
1794,TX,201612,2016/11/22,9050,9164,9041,9140,263950
1802,TX,201612,2016/11/23,9150,9192,9142,9175,194008
1811,TX,201612,2016/11/24,9156,9165,9117,9142,201436
1820,TX,201612,2016/11/25,9142,9192,9133,9162,196836
1830,TX,201612,2016/11/28,9157,9248,9150,9223,232234
1839,TX,201612,2016/11/29,9222,9238,9196,9203,205472
1847,TX,201612,2016/11/30,9211,9245,9177,9226,242236
1852,TX,201612,2016/12/1,9229,9279,9218,9261,215450
1855,TX,201701,2016/12/1,9203,9257,9198,9241,3538
1859,TX,201612,2016/12/2,9199,9200,9148,9165,236730
1862,TX,201701,2016/12/2,9177,9180,9129,9143,4388
1866,TX,201612,2016/12/5,9159,9183,9117,9157,212470
1870,TX,201701,2016/12/5,9132,9161,9097,9134,3628
1874,TX,201612,2016/12/6,9232,9285,9230,9262,200222
1879,TX,201701,2016/12/6,9203,9261,9203,9241,6378
1883,TX,201612,2016/12/7,9300,9305,9248,9263,181144
1888,TX,201701,2016/12/7,9275,9282,9231,9246,4486
1892,TX,201612,2016/12/8,9360,9370,9315,9367,215354
1895,TX,201701,2016/12/8,9340,9350,9298,9348,7192
1899,TX,201612,2016/12/9,9377,9399,9365,9390,147294
1902,TX,201701,2016/12/9,9359,9378,9347,9372,3574
1906,TX,201612,2016/12/12,9420,9440,9350,9355,245796
1910,TX,201701,2016/12/12,9400,9422,9335,9339,8560
1914,TX,201612,2016/12/13,9340,9381,9338,9378,134452
1918,TX,201701,2016/12/13,9327,9365,9323,9364,5138
1922,TX,201612,2016/12/14,9409,9413,9353,9370,168268
1925,TX,201701,2016/12/14,9387,9396,9338,9351,7832
1929,TX,201612,2016/12/15,9330,9374,9305,9368,245774
1934,TX,201701,2016/12/15,9320,9359,9291,9354,14982
1939,TX,201612,2016/12/16,9367,9370,9309,9312,188676
1944,TX,201701,2016/12/16,9353,9354,9300,9300,18004
1948,TX,201612,2016/12/19,9290,9317,9242,9246,195932
1953,TX,201701,2016/12/19,9285,9308,9231,9233,26310
1957,TX,201612,2016/12/20,9261,9266,9209,9260,188794
1962,TX,201701,2016/12/20,9252,9256,9208,9254,39746
1968,TX,201612,2016/12/21,9261,9269,9225,9232,114836
1971,TX,201701,2016/12/21,9253,9261,9220,9224,107246
1976,TX,201701,2016/12/22,9211,9222,9123,9130,232372
1981,TX,201702,2016/12/22,9202,9210,9116,9119,2282
1985,TX,201701,2016/12/23,9115,9147,9088,9090,216742
1990,TX,201702,2016/12/23,9106,9135,9076,9080,2410
1994,TX,201701,2016/12/26,9107,9131,9089,9123,139652
1997,TX,201702,2016/12/26,9091,9118,9080,9111,1796
2001,TX,201701,2016/12/27,9123,9130,9106,9113,95226
2005,TX,201702,2016/12/27,9107,9117,9096,9100,1238
2009,TX,201701,2016/12/28,9110,9213,9105,9211,194284
2014,TX,201702,2016/12/28,9095,9198,9093,9196,3814
2018,TX,201701,2016/12/29,9188,9211,9168,9184,184788
2020,TX,201702,2016/12/29,9177,9196,9155,9173,3186
2024,TX,201701,2016/12/30,9215,9282,9215,9262,232726
2029,TX,201702,2016/12/30,9198,9265,9198,9252,4412
2033,TX,201701,2017/1/3,9266,9282,9231,9281,178472
2036,TX,201702,2017/1/3,9254,9268,9220,9268,3062
2040,TX,201701,2017/1/4,9281,9295,9261,9273,174410
2044,TX,201702,2017/1/4,9272,9282,9250,9261,2682
2048,TX,201701,2017/1/5,9270,9354,9266,9340,237832
2053,TX,201702,2017/1/5,9256,9341,9255,9327,5550
2057,TX,201701,2017/1/6,9353,9375,9338,9367,133646
2061,TX,201702,2017/1/6,9340,9362,9326,9354,2810
2065,TX,201701,2017/1/9,9379,9409,9325,9344,224828
2069,TX,201702,2017/1/9,9365,9397,9315,9335,5088
2073,TX,201701,2017/1/10,9332,9350,9320,9342,150632
2076,TX,201702,2017/1/10,9320,9340,9312,9333,3810
2080,TX,201701,2017/1/11,9395,9396,9333,9338,181140
2084,TX,201702,2017/1/11,9380,9385,9325,9327,6196
2088,TX,201701,2017/1/12,9353,9433,9350,9410,225618
2092,TX,201702,2017/1/12,9341,9423,9341,9403,14192
2096,TX,201701,2017/1/13,9388,9397,9361,9374,157754
2101,TX,201702,2017/1/13,9384,9388,9354,9370,10136
2106,TX,201701,2017/1/16,9360,9362,9274,9286,224124
2110,TX,201702,2017/1/16,9358,9358,9277,9286,41154
2114,TX,201701,2017/1/17,9282,9344,9280,9341,147866
2119,TX,201702,2017/1/17,9276,9336,9276,9333,40342
2124,TX,201701,2017/1/18,9336,9349,9314,9340,106012
2127,TX,201702,2017/1/18,9325,9333,9306,9318,108226
2133,TX,201702,2017/1/19,9337,9342,9254,9306,246238
2137,TX,201703,2017/1/19,9317,9329,9245,9296,3004
2141,TX,201702,2017/1/20,9283,9338,9278,9330,154094
2142,TX,201703,2017/1/20,9275,9326,9270,9320,2780
2147,TX,201702,2017/1/23,9319,9423,9318,9407,199354
2149,TX,201703,2017/1/23,9307,9411,9307,9396,4716
2153,TX,201702,2017/1/24,9423,9464,9405,9446,157014
